feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Parabacteroides_merdae	gender	Male	-0.123346739682898	0.382173446754838	785	160	0.747230688705369	0.866071299327356
Akkermansia_muciniphila	Exclusive_breast_feeding	TRUE	0.117836173464103	0.378310392013043	785	342	0.755661249868806	0.871581412611584
Bifidobacterium_longum	gender	Male	0.113486621951408	0.365648632205284	785	722	0.756625056844373	0.871581412611584
Bacteroides_uniformis	country	EST	0.20747352282059	0.673313594886927	785	486	0.758280617157282	0.871581412611584
Bifidobacterium_breve	abx_first_year	TRUE	0.131160169547584	0.426130983709248	785	362	0.758537958720232	0.871581412611584
Sellimonas_intestinalis	abx_first_year	TRUE	-0.0657248645034904	0.216914638561433	785	195	0.762231210980254	0.873937509141154
Sellimonas_intestinalis	country	EST	-0.077255989465538	0.258900071227838	785	195	0.765706382456896	0.876033968746385
Bacteroides_dorei	abx_first_year	TRUE	-0.169101418192705	0.588756305187792	785	269	0.774250187248366	0.883907939090409
Eggerthella_lenta	abx_first_year	TRUE	0.0889900549986642	0.314423625897042	785	453	0.777441951114862	0.885651216259329
Parasutterella_excrementihominis	country	EST	0.0984824411194363	0.352752189757089	785	126	0.780374534128253	0.887092419137245
Eubacterium_eligens	abx_first_year	TRUE	0.098426404722404	0.357723677641512	785	324	0.783482905831309	0.888726878256411
Klebsiella_pneumoniae	abx_first_year	TRUE	-0.0567896631014504	0.223165580734694	785	156	0.799499795394416	0.888962886310671
Bacteroides_fragilis	Exclusive_breast_feeding	TRUE	0.126245619539288	0.500545366138189	785	454	0.800986473714267	0.888962886310671
Bacteroides_ovatus	delivery	vaginal	0.218483605085356	0.817194445622083	785	337	0.789465156599831	0.888962886310671
Bacteroides_ovatus	abx_first_year	TRUE	0.135855168612851	0.53624740118354	785	337	0.800261371616411	0.888962886310671
Hungatella_hathewayi	abx_first_year	TRUE	-0.0602141458896321	0.240689760132617	785	240	0.802769674536011	0.888962886310671
Streptococcus_salivarius	country	EST	-0.0646465070768117	0.249792323642688	785	299	0.796037170395029	0.888962886310671
Bacteroides_vulgatus	abx_first_year	TRUE	-0.157267583134123	0.608044816605089	785	515	0.796166812673308	0.888962886310671
Bifidobacterium_dentium	Exclusive_breast_feeding	TRUE	0.0687453643256451	0.257203499727419	785	174	0.789413415198048	0.888962886310671
Bifidobacterium_breve	gender	Male	0.0973876154210941	0.391396061724336	785	362	0.803742759991415	0.888962886310671
Bifidobacterium_breve	delivery	vaginal	-0.168509223919089	0.650409665799243	785	362	0.795816754734771	0.888962886310671
Prevotella_copri	gender	Male	0.11974767973555	0.44732882112954	785	179	0.789219233594985	0.888962886310671
Bacteroides_caccae	Exclusive_breast_feeding	TRUE	0.103988479387209	0.396578251923089	785	215	0.793262101848031	0.888962886310671
Bacteroides_ovatus	country	EST	-0.151134025721745	0.631351137183856	785	337	0.811034419668504	0.89516662087893
Alistipes_finegoldii	Exclusive_breast_feeding	TRUE	-0.0695355403042159	0.301530342493532	785	210	0.817754888386577	0.900715529237389
Ruminococcus_bromii	country	EST	-0.0925180291996228	0.426943728796694	785	306	0.828658544185553	0.910839556832054
Escherichia_coli	Exclusive_breast_feeding	TRUE	0.0804562885431066	0.379165710370013	785	579	0.832088280675373	0.910845607652878
Collinsella_aerofaciens	abx_first_year	TRUE	0.0962172962606913	0.449890370219954	785	351	0.830873258448571	0.910845607652878
Bacteroides_thetaiotaomicron	country	FIN	0.0999768629503724	0.514959649008735	785	223	0.846266603199527	0.916932449902543
Eubacterium_rectale	delivery	vaginal	0.121903317420365	0.601448020988693	785	323	0.839590524995403	0.916932449902543
Parabacteroides_distasonis	gender	Male	-0.0936462644358594	0.472993605808049	785	343	0.843263332225935	0.916932449902543
Agathobaculum_butyriciproducens	Exclusive_breast_feeding	TRUE	-0.0347283958783422	0.178116354512955	785	233	0.845542051233447	0.916932449902543
Bacteroides_xylanisolvens	Exclusive_breast_feeding	TRUE	0.0615897533554434	0.307871670555572	785	149	0.841514866978338	0.916932449902543
Bacteroides_stercoris	Exclusive_breast_feeding	TRUE	-0.062427792232995	0.327711402216555	785	125	0.848988764419368	0.918012241201431
Eubacterium_siraeum	country	FIN	0.0408879817375058	0.229970383134638	785	120	0.859066702212915	0.927025325714545
Roseburia_hominis	Exclusive_breast_feeding	TRUE	-0.0403288776607777	0.235915130368386	785	243	0.864420655288984	0.930914551849675
Eubacterium_hallii	gender	Male	-0.0392016746689716	0.239675804186333	785	330	0.870243136854762	0.935291613750976
Roseburia_inulinivorans	Exclusive_breast_feeding	TRUE	0.0515372919453186	0.340338451565704	785	362	0.879736184671007	0.943588004526161
Dorea_longicatena	gender	Male	0.0400842184379003	0.273809183795409	785	295	0.883765375172017	0.944102770264082
Veillonella_dispar	gender	Male	-0.0305809351563412	0.207983511850478	785	276	0.883277556946386	0.944102770264082
Bacteroides_ovatus	Exclusive_breast_feeding	TRUE	-0.0648719030037124	0.452575168273286	785	337	0.886074062098588	0.944672146365629
Lachnospira_pectinoschiza	country	FIN	0.040497778920321	0.309194516154358	785	168	0.89595016584589	0.95294256275742
Bifidobacterium_pseudocatenulatum	gender	Male	-0.0570327587201709	0.441795231217014	785	288	0.897413954777194	0.95294256275742
Sellimonas_intestinalis	gender	Male	-0.0245593338947587	0.198998339943924	785	195	0.901916650420131	0.955816051839661
Streptococcus_thermophilus	gender	Male	-0.0259754770993276	0.219352285504144	785	187	0.905876275409664	0.958103734628114
Bacteroides_vulgatus	Exclusive_breast_feeding	TRUE	0.0603558824554617	0.521071682054153	785	515	0.907830018239875	0.958265019253201
Lactococcus_lactis	Exclusive_breast_feeding	TRUE	0.0239672136924935	0.226338688274589	785	158	0.915747852858978	0.964708629150448
Ruthenibacterium_lactatiformans	gender	Male	-0.0239949446054998	0.244581521834845	785	354	0.921954884346664	0.967797371506875
Clostridium_innocuum	country	FIN	-0.0317364017338187	0.324991370063702	785	299	0.922318171718018	0.967797371506875
Bifidobacterium_longum	abx_first_year	TRUE	-0.0314236639278767	0.398169999316662	785	722	0.937178368144264	0.9720418357124
Streptococcus_thermophilus	delivery	vaginal	0.0258619479888223	0.366771561351802	785	187	0.943864940706583	0.9720418357124
Erysipelatoclostridium_ramosum	gender	Male	0.0207865934562585	0.309142809238861	785	401	0.946461787404179	0.9720418357124
Intestinibacter_bartlettii	country	EST	0.0166707086184087	0.241315426804028	785	304	0.944992990539082	0.9720418357124
Gordonibacter_pamelaeae	Exclusive_breast_feeding	TRUE	-0.0149093842736134	0.202344070116164	785	283	0.941305569113841	0.9720418357124
Eubacterium_siraeum	delivery	vaginal	0.0249243335655173	0.309310491307757	785	120	0.935847770076911	0.9720418357124
Intestinimonas_butyriciproducens	Exclusive_breast_feeding	TRUE	-0.0125141374472853	0.183122599953784	785	172	0.945566994564907	0.9720418357124
Parabacteroides_merdae	delivery	vaginal	-0.0453847854125969	0.632456956879681	785	160	0.942864953775516	0.9720418357124
Eubacterium_hallii	Exclusive_breast_feeding	TRUE	-0.0184993050238794	0.262949367839322	785	330	0.943959665416039	0.9720418357124
Prevotella_copri	delivery	vaginal	0.0554749672970387	0.739432684581424	785	179	0.940271434323739	0.9720418357124
Bacteroides_caccae	abx_first_year	TRUE	-0.0344777605704468	0.462186219688443	785	215	0.940617637169878	0.9720418357124
Veillonella_atypica	gender	Male	0.0145179476884367	0.22617198636872	785	247	0.94890081825344	0.972669046841677
Lachnospira_pectinoschiza	delivery	vaginal	0.0228540902281844	0.419025713867634	785	168	0.956559368118635	0.978633815075219
Bacteroides_thetaiotaomicron	abx_first_year	TRUE	0.0217038811221282	0.446396010171723	785	223	0.961270145124262	0.979356011498958
Bacteroides_stercoris	country	FIN	-0.0210927740246846	0.451521046240357	785	125	0.962787958672847	0.979356011498958
Bacteroides_stercoris	abx_first_year	TRUE	-0.01943587964854	0.390714602001122	785	125	0.960375155227116	0.979356011498958
Collinsella_aerofaciens	Exclusive_breast_feeding	TRUE	0.0157440305020715	0.396755435286144	785	351	0.968362913409956	0.983147080026902
Alistipes_putredinis	country	FIN	0.0135905521835406	0.370025908915401	785	146	0.970741276770302	0.983684493793906
Intestinimonas_butyriciproducens	country	EST	0.00677095467783971	0.218760795604525	785	172	0.97533758828113	0.986463112101827
Agathobaculum_butyriciproducens	gender	Male	0.00426886077116147	0.16099526412541	785	233	0.978870838998635	0.988158038609628
Bacteroides_thetaiotaomicron	country	EST	-0.00944764604628877	0.527335631480373	785	223	0.985722380326578	0.991312488343553
Blautia_obeum	abx_first_year	TRUE	-0.00362483374841087	0.201982435733402	785	157	0.985699734210826	0.991312488343553
Ruminococcus_gnavus	age_at_collection	age_at_collection	-5.78100176849022e-06	0.000504111532561961	785	578	0.990853333036303	0.994592402217573
Dorea_formicigenerans	gender	Male	8.41601123062818e-05	0.169697284232002	785	214	0.999604861510584	0.999604861510584
Bifidobacterium_dentium	abx_first_year	TRUE	-0.00044179837638655	0.264494963518653	785	174	0.998668932430036	0.999604861510584
